,USD/KRW,CNY/KRW,EUR/KRW,JPY/KRW (per 100)
2025-02-03,1458.0,199.61,1508.01,941.53
2025-02-04,1453.5,199.46,1508.51,941.57
2025-02-05,1445.5,198.57,1504.04,947.43
2025-02-06,1447.0,198.51,1502.49,955.27
2025-02-07,1457.8,199.34,1500.88,962.21
2025-02-10,1452.2,198.66,1496.42,955.99
2025-02-11,1452.5,198.75,1504.86,952.74
2025-02-12,1453.5,198.89,1509.53,941.63
2025-02-13,1443.0,198.46,1510.32,944.19
2025-02-14,1443.8,198.91,1514.4,948.12
2025-02-17,1443.0,198.63,1512.7,953.2
2025-02-18,1442.5,198.26,1507.63,948.58
2025-02-19,1443.5,198.23,1504.92,953.47
2025-02-20,1434.7,198.29,1506.22,959.31
2025-02-21,1438.3,198.37,1506.91,963.75
2025-02-24,1430.2,197.17,1497.06,955.31
2025-02-25,1432.8,197.52,1506.37,961.13
2025-02-26,1435.5,197.57,1505.55,963.2
2025-02-27,1449.5,198.6,1506.61,967.69
2025-02-28,1462.0,200.15,1533.27,977.44
2025-03-04,1455.5,200.7,1545.81,972.05
2025-03-05,1446.0,199.83,1560.31,971.48
2025-03-06,1448.5,200.0,1563.0,979.05
2025-03-07,1449.8,200.17,1572.6,982.28
2025-03-10,1459.0,200.91,1581.19,991.94
2025-03-11,1453.0,201.05,1586.09,982.42
2025-03-12,1452.0,200.56,1581.08,978.96
2025-03-13,1455.0,200.77,1579.18,983.44
2025-03-14,1454.5,201.1,1583.15,978.8
2025-03-17,1445.0,199.91,1578.3,968.01
2025-03-18,1451.8,200.85,1588.63,972.01
2025-03-19,1458.3,201.72,1590.2,980.96
2025-03-20,1466.5,202.23,1592.33,985.98
2025-03-21,1465.5,202.05,1585.45,979.58
2025-03-24,1467.7,202.04,1585.34,973.86
2025-03-25,1464.6,201.57,1580.01,976.56
2025-03-26,1469.0,201.87,1577.56,976.96
2025-03-27,1466.0,201.71,1582.99,970.54
2025-03-28,1471.0,202.35,1591.84,984.31
2025-03-31,1474.0,202.86,1594.43,983.36
2025-04-01,1471.5,202.15,1589.15,982.41
2025-04-02,1467.5,199.73,1586.81,990.18
2025-04-03,1452.2,199.47,1607.08,997.36
2025-04-04,1461.5,200.18,1605.38,1005.26
2025-04-07,1470.5,200.19,1605.27,993.98
2025-04-08,1486.5,200.67,1630.76,1018.53
2025-04-09,1454.5,197.94,1593.99,987.17
2025-04-10,1454.0,198.93,1633.06,1008.11
2025-04-11,1427.2,195.91,1617.3,993.18
2025-04-14,1422.0,194.45,1614.33,993.75
2025-04-15,1428.5,194.97,1613.35,998.99
2025-04-16,1417.0,194.08,1614.88,998.49
2025-04-17,1419.5,194.44,1614.11,996.87
2025-04-18,1423.8,194.99,1628.19,1004.44
2025-04-21,1421.5,194.89,1637.14,1009.55
2025-04-22,1432.5,196.04,1624.24,1001.47
2025-04-23,1427.5,195.87,1618.43,998.04
2025-04-24,1432.0,196.48,1630.55,1003.08
2025-04-25,1439.5,197.4,1633.83,1001.22
2025-04-28,1437.0,197.27,1639.98,1010.44
2025-04-29,1434.0,197.29,1633.9,1008.08
2025-04-30,1437.5,197.52,1623.94,989.4
2025-05-02,1382.0,192.23,1568.09,965.39
2025-05-07,1398.5,193.47,1580.44,971.99
2025-05-08,1405.3,194.07,1578.08,963.62
2025-05-09,1399.5,193.81,1571.01,959.19
2025-05-12,1420.5,197.31,1575.48,957.31
2025-05-13,1417.5,196.94,1586.47,962.0
2025-05-14,1409.0,195.43,1575.9,961.09
2025-05-15,1400.0,194.3,1566.74,962.0
2025-05-16,1399.0,194.04,1565.55,963.93
2025-05-19,1390.1,192.7,1561.99,959.02
2025-05-20,1394.8,193.29,1573.54,965.96
2025-05-21,1377.0,191.22,1558.9,955.69
2025-05-22,1383.0,191.96,1560.78,961.38
2025-05-23,1368.0,190.66,1556.03,958.15
2025-05-26,1370.0,190.85,1560.91,960.19
2025-05-27,1376.0,191.38,1559.9,954.33
2025-05-28,1375.0,191.21,1552.51,949.03
2025-05-29,1372.0,190.85,1560.38,952.78
2025-05-30,1383.6,192.06,1571.08,961.6
2025-06-02,1379.0,191.75,1567.99,957.61
2025-06-04,1363.5,190.12,1557.46,955.27
2025-06-05,1362.7,189.56,1554.09,941.71
2025-06-09,1355.2,188.64,1547.71,937.04
2025-06-10,1367.3,190.24,1562.69,943.49
2025-06-11,1370.5,190.44,1577.1,950.35
2025-06-12,1356.4,189.08,1571.8,945.26
2025-06-13,1368.5,190.43,1578.22,946.53
2025-06-16,1359.0,189.18,1570.26,939.54
2025-06-17,1379.5,191.82,1583.11,948.83
2025-06-18,1374.5,191.09,1577.51,947.67
2025-06-19,1377.8,191.71,1583.99,946.78
2025-06-20,1376.5,191.55,1581.46,940.36
2025-06-23,1372.5,191.27,1592.03,940.94
2025-06-24,1359.0,189.67,1577.32,937.53
2025-06-25,1361.0,189.78,1586.79,937.13
2025-06-26,1358.5,189.73,1587.07,939.33
2025-06-27,1364.0,190.27,1599.9,943.91
2025-06-30,1354.0,189.18,1596.16,940.9
2025-07-01,1358.0,189.6,1603.19,946.8
2025-07-02,1356.0,189.33,1599.74,944.06
2025-07-03,1363.5,190.17,1603.14,940.93
2025-07-04,1366.5,190.72,1609.81,945.71
2025-07-07,1376.0,191.74,1614.87,943.4
2025-07-08,1371.5,191.01,1608.63,935.63
2025-07-09,1374.8,191.41,1611.95,940.13
2025-07-10,1372.5,191.2,1605.62,938.75
2025-07-11,1379.2,192.25,1609.39,935.3
2025-07-14,1383.2,192.86,1613.71,936.21
2025-07-15,1387.5,193.17,1609.92,931.8
2025-07-16,1387.0,193.19,1613.98,938.08
2025-07-17,1391.5,193.69,1616.51,938.11
2025-07-18,1392.1,193.91,1618.32,936.75
2025-07-21,1383.3,192.9,1617.56,938.69
2025-07-22,1381.5,192.66,1623.19,942.07
2025-07-23,1376.5,192.46,1620.69,940.01
2025-07-24,1373.7,192.01,1613.69,933.54
2025-07-25,1384.5,193.26,1627.62,936.64
2025-07-28,1390.0,193.53,1610.59,935.74
2025-07-29,1389.0,193.44,1603.67,935.51
2025-07-30,1393.0,193.21,1591.36,932.93
2025-07-31,1395.0,193.47,1592.74,925.47
2025-08-01,1391.0,193.48,1612.52,944.75
2025-08-04,1386.0,192.97,1604.36,943.05
2025-08-05,1387.7,193.03,1605.99,939.99
2025-08-06,1385.5,192.83,1616.26,940.76
2025-08-07,1385.0,192.88,1616.78,943.01
2025-08-08,1391.5,193.57,1620.47,941.79
2025-08-11,1392.5,193.54,1616.83,939.39
2025-08-12,1385.5,192.81,1617.92,937.45
2025-08-13,1380.0,192.17,1615.64,937.09
2025-08-14,1390.0,193.39,1627.9,944.49
2025-08-18,1388.8,193.22,1619.9,939.36
2025-08-19,1393.2,193.81,1622.59,943.74
2025-08-20,1397.5,194.6,1628.79,948.94
2025-08-21,1401.5,195.12,1627.42,944.82
2025-08-22,1385.9,193.28,1623.17,942.53
2025-08-25,1391.5,194.38,1617.48,942.11
2025-08-26,1395.0,195.0,1623.71,946.05
2025-08-27,1394.0,194.89,1623.03,946.79
2025-08-28,1385.5,194.59,1617.71,942.1
2025-08-29,1391.5,195.4,1626.66,945.73
2025-09-01,1393.5,195.31,1632.07,946.96
2025-09-02,1396.0,195.58,1625.29,940.99
2025-09-03,1391.0,194.85,1621.98,939.39
2025-09-04,1394.0,195.28,1624.15,938.78
2025-09-05,1391.0,195.14,1628.37,937.49
2025-09-08,1386.5,194.65,1631.01,940.19
2025-09-09,1390.0,195.14,1627.83,942.95
2025-09-10,1389.9,195.28,1626.18,942.91
2025-09-11,1390.4,195.44,1632.05,944.76
2025-09-12,1394.0,195.66,1635.65,943.96
2025-09-15,1386.5,194.76,1630.87,940.48
2025-09-16,1379.8,194.22,1637.2,942.07
2025-09-17,1381.0,194.51,1632.27,940.45
2025-09-18,1388.5,195.33,1636.28,938.33
2025-09-19,1399.0,196.58,1642.43,945.3
2025-09-22,1392.0,195.62,1643.05,942.55
2025-09-23,1395.5,196.18,1648.78,945.43
2025-09-24,1405.0,196.86,1649.89,944.06
2025-09-25,1409.0,197.23,1643.95,940.52
2025-09-26,1410.5,197.52,1650.92,943.7
2025-09-29,1400.5,196.44,1642.37,942.43
2025-09-30,1406.0,197.24,1649.87,950.42
2025-10-01,1403.5,196.97,1647.01,954.73
2025-10-02,1424.7,199.6,1647.31,930.84
2025-10-10,1436.0,201.05,1665.26,944.27
2025-10-13,1427.0,199.93,1651.18,937.12
2025-10-14,1430.5,200.33,1660.1,942.33
2025-10-15,1422.5,199.55,1657.0,942.93
2025-10-16,1418.5,199.12,1658.94,944.09
2025-10-17,1423.8,199.79,1659.72,944.13
2025-10-20,1422.0,199.61,1655.71,943.35
2025-10-21,1432.0,200.94,1661.48,942.76
2025-10-22,1432.8,201.08,1664.13,943.66
2025-10-23,1437.5,201.77,1670.23,942.1
2025-10-24,1439.7,202.34,1674.23,940.21
2025-10-27,1433.5,201.66,1669.6,938.09
2025-10-28,1434.5,202.15,1671.69,943.1
2025-10-29,1427.5,201.13,1656.11,934.78
2025-10-30,1430.5,201.17,1653.73,928.56
2025-10-31,1431.2,200.96,1650.46,928.87
2025-11-03,1431.0,200.8,1648.3,927.99
2025-11-04,1444.0,202.39,1657.57,939.71
2025-11-05,1441.0,202.11,1655.71,935.05
2025-11-06,1449.0,203.45,1673.02,946.53
2025-11-07,1460.0,204.88,1687.54,949.81
2025-11-10,1456.8,204.56,1684.64,945.7
2025-11-11,1461.8,205.26,1693.71,948.45
2025-11-12,1469.5,206.61,1703.15,949.66
2025-11-13,1471.0,207.26,1711.73,952.13
2025-11-14,1455.5,205.09,1691.65,941.95
2025-11-17,1462.5,205.76,1695.26,941.91
2025-11-18,1461.0,205.45,1692.13,939.61
2025-11-19,1469.5,206.47,1695.66,935.45
2025-11-20,1475.0,207.23,1700.53,936.86
2025-11-21,1472.0,207.19,1695.38,941.21
2025-11-24,1475.2,207.61,1700.02,940.37
2025-11-25,1466.2,207.02,1696.54,939.93
2025-11-26,1470.5,208.02,1705.12,939.89
2025-11-27,1463.0,206.81,1696.57,935.99
2025-11-28,1470.5,207.93,1704.82,941.9
2025-12-01,1470.9,207.98,1707.57,946.01
2025-12-02,1469.5,207.95,1707.85,942.8
2025-12-03,1467.0,207.82,1711.7,944.96
2025-12-04,1475.0,208.61,1717.27,950.97
2025-12-05,1475.0,208.67,1717.12,950.17
2025-12-08,1469.5,207.82,1710.57,942.71
2025-12-09,1470.8,208.3,1710.03,937.62
2025-12-10,1466.6,207.67,1714.9,940.28
2025-12-11,1472.5,208.86,1729.52,946.79
2025-12-12,1477.5,209.5,1734.14,948.36
2025-12-15,1470.8,208.83,1728.48,947.5
2025-12-16,1474.5,209.64,1732.98,952.8
2025-12-17,1478.5,210.04,1736.28,949.92
2025-12-18,1476.5,209.94,1730.97,948.79
2025-12-19,1481.0,210.53,1735.36,940.65
2025-12-22,1480.8,210.58,1741.49,943.06
2025-12-23,1482.0,211.16,1747.94,948.81
2025-12-24,1450.0,207.15,1708.39,929.87
2025-12-26,1445.0,206.3,1701.27,923.09
2025-12-29,1434.5,205.01,1688.69,919.4
2025-12-30,1441.0,206.1,1692.81,921.09
2025-12-31,1447.0,207.38,1699.65,923.54
2026-01-02,1446.7,207.53,1694.52,922.7
2026-01-05,1446.8,207.17,1695.79,924.89
2026-01-06,1449.0,207.56,1694.24,925.38
2026-01-07,1450.5,207.44,1693.89,925.74
2026-01-08,1453.0,208.1,1694.27,926.33
2026-01-09,1459.9,209.27,1698.3,923.78
2026-01-12,1468.0,210.62,1712.86,928.5
2026-01-13,1478.5,212.01,1721.71,928.91
2026-01-14,1466.5,210.39,1707.81,926.61
2026-01-15,1470.3,211.15,1706.87,926.96
2026-01-16,1475.5,211.78,1711.8,933.54
2026-01-19,1474.5,211.95,1716.91,932.43
2026-01-20,1479.8,212.72,1734.18,935.37
2026-01-21,1467.7,210.9,1715.23,927.16
2026-01-22,1465.0,210.36,1721.52,925.17
2026-01-23,1455.3,209.55,1727.88,943.1
2026-01-26,1448.0,208.38,1719.86,939.13
2026-01-27,1435.5,207.09,1728.56,942.55
2026-01-28,1433.5,206.45,1713.89,934.55
2026-01-29,1435.0,206.63,1717.34,937.11
2026-01-30,1452.0,208.66,1720.98,935.15
2026-02-02,1453.5,209.37,1713.1,933.86
2026-02-03,1451.0,209.23,1714.65,931.71
2026-02-04,1460.5,210.38,1723.97,930.64
2026-02-05,1469.0,211.69,1730.7,935.43
2026-02-06,1465.5,211.49,1731.41,931.24
2026-02-09,1459.5,211.04,1738.48,936.21
2026-02-10,1459.0,211.07,1735.26,944.92
2026-02-11,1448.0,209.6,1719.21,945.69
2026-02-12,1442.5,209.12,1711.96,944.32
2026-02-13,1453.0,210.83,1712.51,938.75
2026-02-19,1451.0,210.27,1708.41,936.61
2026-02-20,1448.0,209.92,1707.92,934.49
2026-02-23,1446.0,209.88,1704.69,934.77
2026-02-24,1442.5,209.68,1698.4,925.75
2026-02-25,1427.5,208.3,1685.73,913.51
2026-02-26,1432.5,209.3,1690.14,917.65
2026-02-27,1466.5,212.54,1713.9,931.73
2026-03-03,1480.0,213.84,1718.43,938.28
2026-03-04,1463.5,212.34,1703.88,931.96
2026-03-05,1479.0,213.81,1716.31,938.66
2026-03-06,1485.0,214.7,1713.02,937.88
2026-03-09,1467.5,213.16,1706.48,929.8
2026-03-10,1475.5,214.43,1712.02,932.86
2026-03-11,1479.0,214.99,1708.39,930.28
2026-03-12,1491.0,216.66,1717.33,935.94
2026-03-13,1499.0,217.09,1711.33,938.46
2026-03-16,1491.5,216.48,1716.19,937.64
2026-03-17,1488.0,216.19,1717.08,935.82
2026-03-18,1505.0,218.02,1724.13,941.36
2026-03-19,1491.0,216.77,1727.1,944.96
2026-03-20,1506.5,218.18,1740.76,945.85
2026-03-23,1489.5,216.32,1729.91,940.58
2026-03-24,1497.0,217.18,1737.79,943.23
2026-03-25,1504.5,217.96,1739.43,943.82
2026-03-26,1508.0,218.05,1740.01,944.45
2026-03-27,1509.0,218.08,1737.09,941.45
2026-03-30,1517.5,219.41,1739.43,949.92
2026-03-31,1510.5,219.29,1745.91,951.59
2026-04-01,1513.0,220.01,1753.95,953.88
2026-04-02,1512.5,219.51,1745.35,948.01
2026-04-03,1513.5,219.82,1742.64,947.68
2026-04-06,1508.5,219.37,1741.41,944.67
2026-04-07,1497.0,218.49,1740.94,940.21
2026-04-08,1481.0,216.76,1727.22,933.91
2026-04-09,1476.0,216.16,1726.33,927.98
2026-04-10,1489.2,217.64,1737.9,931.83
2026-04-13,1480.5,217.16,1741.07,928.82
2026-04-14,1473.5,216.35,1737.92,927.75
2026-04-15,1476.5,216.56,1742.05,928.76
2026-04-16,1480.8,217.04,1744.75,930.3
2026-04-17,1479.3,216.66,1735.74,931.31
2026-04-20,1472.3,216.01,1735.33,927.11
2026-04-21,1482.0,217.06,1739.87,929.82
2026-04-22,1479.5,216.53,1731.9,927.56
2026-04-23,1484.0,217.12,1734.2,929.36
2026-04-24,1478.0,216.14,1730.37,926.18
2026-04-27,1475.0,216.05,1728.92,925.23
2026-04-28,1474.5,215.62,1727.75,924.05
2026-04-29,1488.0,217.37,1737.46,928.03
2026-04-30,1475.5,216.05,1730.47,940.29
2026-05-04,1469.0,215.23,1719.76,931.75
2026-05-06,1449.0,212.71,1702.58,926.59
2026-05-07,1458.0,214.17,1710.53,929.37
2026-05-08,1464.0,215.31,1722.32,934.06
2026-05-11,1475.0,217.17,1737.77,938.21
2026-05-12,1492.0,219.68,1751.38,946.49
2026-05-13,1489.5,219.45,1744.58,943.47
2026-05-14,1493.5,220.04,1742.77,942.84
2026-05-15,1498.0,219.84,1740.98,943.3
2026-05-18,1492.0,219.46,1739.6,939.52
2026-05-19,1507.8,221.19,1750.25,947.74
2026-05-20,1498.5,220.32,1742.23,943.05
2026-05-21,1505.5,221.4,1748.86,946.77
2026-05-22,1512.0,222.88,1760.27,951.27
2026-05-26,1507.5,222.16,1753.67,946.39
2026-05-27,1502.0,221.64,1746.45,941.72
2026-05-28,1496.5,220.97,1743.57,939.63
2026-05-29,1507.5,222.87,1756.46,945.65
2026-06-01,1514.5,223.87,1761.89,948.61
2026-06-02,1535.0,226.41,1780.37,959.35
2026-06-04,1534.0,226.38,1782.66,958.78
2026-06-05,1559.5,229.61,1795.53,973.14
2026-06-08,1527.8,225.19,1762.16,953.89
2026-06-09,1524.5,224.93,1759.12,950.53
2026-06-10,1524.5,224.84,1757.75,949.7
2026-06-11,1519.0,224.57,1758.17,948.87
2026-06-12,1514.7,224.17,1758.64,947.34
2026-06-15,1515.5,224.22,1756.16,945.18
2026-06-16,1511.0,223.64,1754.5,941.84
2026-06-17,1525.5,225.15,1754.63,949.61
2026-06-18,1538.0,226.9,1762.78,954.01
2026-06-19,1533.0,225.98,1757.74,950.23
2026-06-22,1538.5,226.98,1758.12,952.37
2026-06-23,1533.5,225.68,1745.05,949.09
2026-06-24,1543.5,226.54,1752.95,954.25
2026-06-25,1545.0,227.17,1756.97,954.85
2026-06-26,1537.5,226.04,1750.44,950.28
2026-06-29,1541.5,226.71,1761.09,951.93
2026-06-30,1548.0,227.94,1767.97,951.91
2026-07-01,1552.5,228.51,1766.67,955.06
2026-07-02,1542.5,227.23,1762.77,956.32
2026-07-03,1530.0,225.49,1749.63,948.1
