listed_sym,listing_date,entry_ts,exit_ts,sym,log_return,era,quarter,btc_30d_ret
CETUSUSDT,2024-11-06,2024-11-07,2024-11-12,LTCUSDT,0.12104705704514158,2024H2,2024Q4,0.22094518579082822
CETUSUSDT,2024-11-06,2024-11-07,2024-11-12,BCHUSDT,0.22297963379079508,2024H2,2024Q4,0.22094518579082822
CETUSUSDT,2024-11-06,2024-11-07,2024-11-12,FILUSDT,0.1770982019785837,2024H2,2024Q4,0.22094518579082822
CETUSUSDT,2024-11-06,2024-11-07,2024-11-12,NEARUSDT,0.2768153047894369,2024H2,2024Q4,0.22094518579082822
CETUSUSDT,2024-11-06,2024-11-07,2024-11-12,WIFUSDT,0.26143705067829875,2024H2,2024Q4,0.22094518579082822
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,BTCUSDT,0.021810696006835613,2024H2,2024Q4,0.39994080184851
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,ETHUSDT,-0.07346271411698768,2024H2,2024Q4,0.39994080184851
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,BNBUSDT,-0.05831947485746486,2024H2,2024Q4,0.39994080184851
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,SOLUSDT,-0.029579042629890747,2024H2,2024Q4,0.39994080184851
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,XRPUSDT,0.5928139511346842,2024H2,2024Q4,0.39994080184851
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,DOGEUSDT,0.03608948372329375,2024H2,2024Q4,0.39994080184851
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,ADAUSDT,0.2031701976027854,2024H2,2024Q4,0.39994080184851
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,AVAXUSDT,-0.016442126263941658,2024H2,2024Q4,0.39994080184851
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,LINKUSDT,-0.0256441703352779,2024H2,2024Q4,0.39994080184851
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,LTCUSDT,0.17902981857716008,2024H2,2024Q4,0.39994080184851
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,BCHUSDT,-0.02086036017695657,2024H2,2024Q4,0.39994080184851
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,FILUSDT,0.07796720396783612,2024H2,2024Q4,0.39994080184851
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,NEARUSDT,0.06653491035616772,2024H2,2024Q4,0.39994080184851
ACTUSDT,2024-11-11,2024-11-12,2024-11-17,WIFUSDT,0.1402135084486843,2024H2,2024Q4,0.39994080184851
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,BTCUSDT,0.07655080023571813,2024H2,2024Q4,0.3378117388992481
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,ETHUSDT,0.05584500999891166,2024H2,2024Q4,0.3378117388992481
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,BNBUSDT,0.04793959967712973,2024H2,2024Q4,0.3378117388992481
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,SOLUSDT,0.060396626154719496,2024H2,2024Q4,0.3378117388992481
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,XRPUSDT,0.27156636208982127,2024H2,2024Q4,0.3378117388992481
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,DOGEUSDT,0.14334310800611616,2024H2,2024Q4,0.3378117388992481
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,ADAUSDT,0.37505135620199953,2024H2,2024Q4,0.3378117388992481
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,AVAXUSDT,0.15433974882392548,2024H2,2024Q4,0.3378117388992481
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,LINKUSDT,0.12784645957291707,2024H2,2024Q4,0.3378117388992481
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,LTCUSDT,0.10635677138614215,2024H2,2024Q4,0.3378117388992481
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,BCHUSDT,0.1159556898090995,2024H2,2024Q4,0.3378117388992481
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,FILUSDT,0.16681679652645975,2024H2,2024Q4,0.3378117388992481
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,NEARUSDT,0.025566780972006927,2024H2,2024Q4,0.3378117388992481
AKTUSDT,2024-11-18,2024-11-19,2024-11-24,WIFUSDT,-0.058298440393628366,2024H2,2024Q4,0.3378117388992481
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,BTCUSDT,-0.06573394741191359,2024H2,2024Q4,0.48425440228546734
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,ETHUSDT,-0.00996104937525075,2024H2,2024Q4,0.48425440228546734
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,BNBUSDT,-0.016003451461624237,2024H2,2024Q4,0.48425440228546734
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,SOLUSDT,-0.10744556109428265,2024H2,2024Q4,0.48425440228546734
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,XRPUSDT,0.11072357305915456,2024H2,2024Q4,0.48425440228546734
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,DOGEUSDT,0.0010330579431138164,2024H2,2024Q4,0.48425440228546734
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,ADAUSDT,0.15006169089483226,2024H2,2024Q4,0.48425440228546734
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,AVAXUSDT,0.17639945841738922,2024H2,2024Q4,0.48425440228546734
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,LINKUSDT,0.15035863281237272,2024H2,2024Q4,0.48425440228546734
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,LTCUSDT,0.03466399487805744,2024H2,2024Q4,0.48425440228546734
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,BCHUSDT,0.015090530943264017,2024H2,2024Q4,0.48425440228546734
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,FILUSDT,0.17697838424774084,2024H2,2024Q4,0.48425440228546734
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,NEARUSDT,0.11839672085514628,2024H2,2024Q4,0.48425440228546734
SCRTUSDT,2024-11-21,2024-11-22,2024-11-27,WIFUSDT,-0.08384092150932465,2024H2,2024Q4,0.48425440228546734
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,BTCUSDT,0.035514372561736125,2024H2,2024Q4,0.3534031644620148
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,ETHUSDT,0.08125157160691109,2024H2,2024Q4,0.3534031644620148
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,BNBUSDT,0.025849406085097334,2024H2,2024Q4,0.3534031644620148
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,SOLUSDT,0.013103123971278986,2024H2,2024Q4,0.3534031644620148
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,XRPUSDT,0.31772105030963055,2024H2,2024Q4,0.3534031644620148
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,DOGEUSDT,0.07082409433959572,2024H2,2024Q4,0.3534031644620148
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,ADAUSDT,0.13146467399587947,2024H2,2024Q4,0.3534031644620148
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,AVAXUSDT,0.08014506058086711,2024H2,2024Q4,0.3534031644620148
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,LINKUSDT,0.08894012893696253,2024H2,2024Q4,0.3534031644620148
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,LTCUSDT,0.10622641028926366,2024H2,2024Q4,0.3534031644620148
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,BCHUSDT,0.06411922592854666,2024H2,2024Q4,0.3534031644620148
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,FILUSDT,0.25821212665080673,2024H2,2024Q4,0.3534031644620148
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,NEARUSDT,0.0789355449325349,2024H2,2024Q4,0.3534031644620148
1000CHEEMSUSDT,2024-11-25,2024-11-26,2024-12-01,WIFUSDT,-0.0014461773144222514,2024H2,2024Q4,0.3534031644620148
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,BTCUSDT,-0.01335628344403648,2024H2,2024Q4,0.39866134318437085
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,ETHUSDT,-0.03432056015474498,2024H2,2024Q4,0.39866134318437085
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,BNBUSDT,-0.07307588280819033,2024H2,2024Q4,0.39866134318437085
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,SOLUSDT,-0.05803607285649102,2024H2,2024Q4,0.39866134318437085
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,XRPUSDT,-0.06580774158551624,2024H2,2024Q4,0.39866134318437085
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,DOGEUSDT,-0.04681027033542855,2024H2,2024Q4,0.39866134318437085
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,ADAUSDT,-0.17084083557580693,2024H2,2024Q4,0.39866134318437085
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,AVAXUSDT,-0.15982825164044726,2024H2,2024Q4,0.39866134318437085
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,LINKUSDT,-0.0826960100957559,2024H2,2024Q4,0.39866134318437085
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,LTCUSDT,-0.19440684096904573,2024H2,2024Q4,0.39866134318437085
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,BCHUSDT,-0.05947164475145592,2024H2,2024Q4,0.39866134318437085
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,FILUSDT,-0.25733491606248904,2024H2,2024Q4,0.39866134318437085
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,NEARUSDT,-0.14247355878651471,2024H2,2024Q4,0.39866134318437085
AEROUSDT,2024-12-04,2024-12-05,2024-12-10,WIFUSDT,-0.0506181249520168,2024H2,2024Q4,0.39866134318437085
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,BTCUSDT,0.04008001755112975,2024H2,2024Q4,0.20137296356174605
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,ETHUSDT,0.04005640544142245,2024H2,2024Q4,0.20137296356174605
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,BNBUSDT,0.035628265324202366,2024H2,2024Q4,0.20137296356174605
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,SOLUSDT,0.012840679045231762,2024H2,2024Q4,0.20137296356174605
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,XRPUSDT,0.07939573537686166,2024H2,2024Q4,0.20137296356174605
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,DOGEUSDT,-0.0416829762435948,2024H2,2024Q4,0.20137296356174605
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,ADAUSDT,0.053458578524767195,2024H2,2024Q4,0.20137296356174605
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,AVAXUSDT,0.10026764635283883,2024H2,2024Q4,0.20137296356174605
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,LINKUSDT,0.2697068891399208,2024H2,2024Q4,0.20137296356174605
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,LTCUSDT,0.06535869172245566,2024H2,2024Q4,0.20137296356174605
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,BCHUSDT,-0.03554821973707376,2024H2,2024Q4,0.20137296356174605
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,FILUSDT,0.024276097569372834,2024H2,2024Q4,0.20137296356174605
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,NEARUSDT,0.024020613706354808,2024H2,2024Q4,0.20137296356174605
MOVEUSDT,2024-12-09,2024-12-10,2024-12-15,WIFUSDT,-0.07280333065040251,2024H2,2024Q4,0.20137296356174605
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,BTCUSDT,-0.010355100845662909,2024H2,2024Q4,0.1601953247038601
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,ETHUSDT,-0.07193455887836014,2024H2,2024Q4,0.1601953247038601
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,BNBUSDT,-0.05423258569249737,2024H2,2024Q4,0.1601953247038601
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,SOLUSDT,-0.08204358070657886,2024H2,2024Q4,0.1601953247038601
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,XRPUSDT,-0.044538099717444886,2024H2,2024Q4,0.1601953247038601
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,DOGEUSDT,-0.13078281575828105,2024H2,2024Q4,0.1601953247038601
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,ADAUSDT,-0.1444464616607928,2024H2,2024Q4,0.1601953247038601
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,AVAXUSDT,-0.20764810905620762,2024H2,2024Q4,0.1601953247038601
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,LINKUSDT,-0.15083813535558016,2024H2,2024Q4,0.1601953247038601
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,LTCUSDT,-0.13754369933220484,2024H2,2024Q4,0.1601953247038601
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,BCHUSDT,-0.12021532396692317,2024H2,2024Q4,0.1601953247038601
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,FILUSDT,-0.17576531819473062,2024H2,2024Q4,0.1601953247038601
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,NEARUSDT,-0.1969924568676493,2024H2,2024Q4,0.1601953247038601
AVAUSDT,2024-12-13,2024-12-14,2024-12-19,WIFUSDT,-0.24660724488178987,2024H2,2024Q4,0.1601953247038601
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,BTCUSDT,-0.08617965807774489,2024H2,2024Q4,0.17991899879755158
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,ETHUSDT,-0.17783950127018958,2024H2,2024Q4,0.17991899879755158
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,BNBUSDT,-0.0833394037797655,2024H2,2024Q4,0.17991899879755158
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,SOLUSDT,-0.17476996702999395,2024H2,2024Q4,0.17991899879755158
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,XRPUSDT,-0.10501624540675258,2024H2,2024Q4,0.17991899879755158
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,DOGEUSDT,-0.2272892486939162,2024H2,2024Q4,0.17991899879755158
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,ADAUSDT,-0.17746978527213775,2024H2,2024Q4,0.17991899879755158
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,AVAXUSDT,-0.27036284761331114,2024H2,2024Q4,0.17991899879755158
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,LINKUSDT,-0.26147009788766634,2024H2,2024Q4,0.17991899879755158
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,LTCUSDT,-0.15130187594874156,2024H2,2024Q4,0.17991899879755158
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,BCHUSDT,-0.1670355040371845,2024H2,2024Q4,0.17991899879755158
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,FILUSDT,-0.2846249010092313,2024H2,2024Q4,0.17991899879755158
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,NEARUSDT,-0.2780065990523349,2024H2,2024Q4,0.17991899879755158
MOCAUSDT,2024-12-16,2024-12-17,2024-12-22,WIFUSDT,-0.37517035907607577,2024H2,2024Q4,0.17991899879755158
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,BTCUSDT,0.01729054438282864,2024H2,2024Q4,-0.011233464949556127
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,ETHUSDT,0.007005322813381213,2024H2,2024Q4,-0.011233464949556127
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,BNBUSDT,0.035239748551006395,2024H2,2024Q4,-0.011233464949556127
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,SOLUSDT,0.016083673658593478,2024H2,2024Q4,-0.011233464949556127
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,XRPUSDT,0.008042352889127255,2024H2,2024Q4,-0.011233464949556127
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,DOGEUSDT,0.05047005927911404,2024H2,2024Q4,-0.011233464949556127
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,ADAUSDT,-0.03527570259044102,2024H2,2024Q4,-0.011233464949556127
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,AVAXUSDT,0.009941879904586243,2024H2,2024Q4,-0.011233464949556127
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,LINKUSDT,0.043685299388654376,2024H2,2024Q4,-0.011233464949556127
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,LTCUSDT,0.08010344256575073,2024H2,2024Q4,-0.011233464949556127
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,BCHUSDT,0.03634775807050276,2024H2,2024Q4,-0.011233464949556127
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,FILUSDT,0.016759104872607823,2024H2,2024Q4,-0.011233464949556127
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,NEARUSDT,0.016124897614896223,2024H2,2024Q4,-0.011233464949556127
AIXBTUSDT,2024-12-20,2024-12-21,2024-12-26,WIFUSDT,-0.06221398677650365,2024H2,2024Q4,-0.011233464949556127
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,BTCUSDT,0.0038298501196480507,2024H2,2024Q4,0.006806832148500863
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,ETHUSDT,-0.00587559192685327,2024H2,2024Q4,0.006806832148500863
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,BNBUSDT,0.04159357704309359,2024H2,2024Q4,0.006806832148500863
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,SOLUSDT,0.02724822806563075,2024H2,2024Q4,0.006806832148500863
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,XRPUSDT,-0.035287189489058964,2024H2,2024Q4,0.006806832148500863
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,DOGEUSDT,-0.0017872004264037553,2024H2,2024Q4,0.006806832148500863
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,ADAUSDT,-0.041217955721231374,2024H2,2024Q4,0.006806832148500863
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,AVAXUSDT,-0.03547062128874126,2024H2,2024Q4,0.006806832148500863
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,LINKUSDT,-0.11099075210724386,2024H2,2024Q4,0.006806832148500863
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,LTCUSDT,-0.058570734362465876,2024H2,2024Q4,0.006806832148500863
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,BCHUSDT,-0.02211780525361899,2024H2,2024Q4,0.006806832148500863
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,FILUSDT,0.00441841079969888,2024H2,2024Q4,0.006806832148500863
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,NEARUSDT,-0.016507840322302642,2024H2,2024Q4,0.006806832148500863
HIVEUSDT,2024-12-23,2024-12-24,2024-12-29,WIFUSDT,-0.05348164663792905,2024H2,2024Q4,0.006806832148500863
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,BTCUSDT,0.057069529912955094,2024H2,2024Q4,-0.03820692108474688
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,ETHUSDT,0.08453020056543913,2024H2,2024Q4,-0.03820692108474688
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,BNBUSDT,0.012157089901693665,2024H2,2024Q4,-0.03820692108474688
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,SOLUSDT,0.12455707020980329,2024H2,2024Q4,-0.03820692108474688
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,XRPUSDT,0.16307273889462637,2024H2,2024Q4,-0.03820692108474688
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,DOGEUSDT,0.22879956715500682,2024H2,2024Q4,-0.03820692108474688
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,ADAUSDT,0.21781181961170146,2024H2,2024Q4,-0.03820692108474688
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,AVAXUSDT,0.1736880748128489,2024H2,2024Q4,-0.03820692108474688
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,LINKUSDT,0.13789152530248783,2024H2,2024Q4,-0.03820692108474688
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,LTCUSDT,0.11304106036793816,2024H2,2024Q4,-0.03820692108474688
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,BCHUSDT,0.07629081408937201,2024H2,2024Q4,-0.03820692108474688
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,FILUSDT,0.1353567658116212,2024H2,2024Q4,-0.03820692108474688
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,NEARUSDT,0.13773463777933168,2024H2,2024Q4,-0.03820692108474688
PHAUSDT,2024-12-30,2024-12-31,2025-01-05,WIFUSDT,0.1769203444138279,2024H2,2024Q4,-0.03820692108474688
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,BTCUSDT,-0.0012424233390599408,2025H1,2025Q1,-0.005311655643368107
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,ETHUSDT,-0.02063502616178841,2025H1,2025Q1,-0.005311655643368107
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,BNBUSDT,-0.01396170793450581,2025H1,2025Q1,-0.005311655643368107
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,SOLUSDT,-0.027763326156142316,2025H1,2025Q1,-0.005311655643368107
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,XRPUSDT,-0.05320972208736578,2025H1,2025Q1,-0.005311655643368107
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,DOGEUSDT,0.0312938649644107,2025H1,2025Q1,-0.005311655643368107
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,ADAUSDT,0.03194047748957501,2025H1,2025Q1,-0.005311655643368107
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,AVAXUSDT,0.0010433500113066839,2025H1,2025Q1,-0.005311655643368107
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,LINKUSDT,-0.028359938097456395,2025H1,2025Q1,-0.005311655643368107
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,LTCUSDT,-0.021353124470568946,2025H1,2025Q1,-0.005311655643368107
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,BCHUSDT,-0.05503402902008585,2025H1,2025Q1,-0.005311655643368107
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,FILUSDT,0.012920318298178477,2025H1,2025Q1,-0.005311655643368107
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,NEARUSDT,-0.014053485730794483,2025H1,2025Q1,-0.005311655643368107
GRIFFAINUSDT,2025-01-02,2025-01-03,2025-01-08,WIFUSDT,-0.086688292607949,2025H1,2025Q1,-0.005311655643368107
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,BTCUSDT,-0.024813105568538146,2025H1,2025Q1,-0.02398584064978515
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,ETHUSDT,-0.03305223357031535,2025H1,2025Q1,-0.02398584064978515
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,BNBUSDT,-0.006273582405255455,2025H1,2025Q1,-0.02398584064978515
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,SOLUSDT,-0.06898933647531237,2025H1,2025Q1,-0.02398584064978515
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,XRPUSDT,0.09995337780182725,2025H1,2025Q1,-0.02398584064978515
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,DOGEUSDT,-0.03412961202342076,2025H1,2025Q1,-0.02398584064978515
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,ADAUSDT,-0.021363310548383443,2025H1,2025Q1,-0.02398584064978515
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,AVAXUSDT,-0.07226261126018947,2025H1,2025Q1,-0.02398584064978515
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,LINKUSDT,-0.07527093254071812,2025H1,2025Q1,-0.02398584064978515
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,LTCUSDT,-0.004001371659020141,2025H1,2025Q1,-0.02398584064978515
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,BCHUSDT,0.02331107886844693,2025H1,2025Q1,-0.02398584064978515
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,FILUSDT,-0.05119492244314965,2025H1,2025Q1,-0.02398584064978515
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,NEARUSDT,-0.07755823434587461,2025H1,2025Q1,-0.02398584064978515
ALCHUSDT,2025-01-07,2025-01-08,2025-01-13,WIFUSDT,-0.18096193727791507,2025H1,2025Q1,-0.02398584064978515
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,BTCUSDT,0.018431519941662214,2025H1,2025Q1,-0.05785739470146489
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,ETHUSDT,-0.049311778180810215,2025H1,2025Q1,-0.05785739470146489
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,BNBUSDT,-0.04500867010007378,2025H1,2025Q1,-0.05785739470146489
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,SOLUSDT,0.16433250559145904,2025H1,2025Q1,-0.05785739470146489
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,XRPUSDT,-0.011108557608990384,2025H1,2025Q1,-0.05785739470146489
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,DOGEUSDT,-0.0818664545699792,2025H1,2025Q1,-0.05785739470146489
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,ADAUSDT,-0.06254435434162547,2025H1,2025Q1,-0.05785739470146489
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,AVAXUSDT,-0.10270982404840713,2025H1,2025Q1,-0.05785739470146489
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,LINKUSDT,0.12778988048533815,2025H1,2025Q1,-0.05785739470146489
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,LTCUSDT,0.014855330270393848,2025H1,2025Q1,-0.05785739470146489
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,BCHUSDT,-0.06514285453060072,2025H1,2025Q1,-0.05785739470146489
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,FILUSDT,-0.10157423002764676,2025H1,2025Q1,-0.05785739470146489
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,NEARUSDT,-0.04189698079411799,2025H1,2025Q1,-0.05785739470146489
PROMUSDT,2025-01-15,2025-01-16,2025-01-21,WIFUSDT,-0.23939296620625275,2025H1,2025Q1,-0.05785739470146489
TRUMPUSDT,2025-01-18,2025-01-19,2025-01-24,BTCUSDT,-0.006848605405180887,2025H1,2025Q1,0.03628212314503032
TRUMPUSDT,2025-01-18,2025-01-19,2025-01-24,ETHUSDT,0.010786234801535196,2025H1,2025Q1,0.03628212314503032
TRUMPUSDT,2025-01-18,2025-01-19,2025-01-24,BNBUSDT,-0.02720100311706635,2025H1,2025Q1,0.03628212314503032
TRUMPUSDT,2025-01-18,2025-01-19,2025-01-24,SOLUSDT,-0.03228214368819603,2025H1,2025Q1,0.03628212314503032
